RK|Name|University|POS|GP|MIN|PTS|FGM|FGA|FG%|3PM|3PA|3P%|FTM|FTA|FT%|REB|AST|STL|BLK|TO
34|Isaiah Swope|INST|G|9|31.8|19.7|7.1|14.2|50.0|3.8|8.4|44.7|1.7|2.4|68.2|3.7|2.1|2.2|0.1|1.7
35|Jaylin Sellers|UCF|G|9|32.9|19.6|6.8|14.4|46.9|1.6|6.0|25.9|4.4|5.7|78.4|5.0|1.3|1.8|0.0|1.8
36|Marques Warrick|NKU|G|11|33.5|19.5|6.5|15.1|42.8|2.2|6.5|33.3|4.5|5.2|86.0|2.6|1.9|1.4|0.0|2.5
37|Duke Miles|HPU|G|11|31.0|19.5|7.5|11.9|62.6|1.3|3.3|38.9|3.3|3.6|90.0|1.8|4.4|1.3|0.3|1.7
37|Kylen Milton|UAPB|G|11|30.2|19.5|6.1|10.7|56.8|1.5|3.8|40.5|5.7|8.2|70.0|4.1|2.6|1.3|0.2|2.3
39|KJ Simpson|COLO|G|9|29.0|19.4|6.4|11.6|55.8|1.8|3.8|47.1|4.8|5.2|91.5|4.3|4.4|1.7|0.0|1.3
39|Trazarien White|UNCW|F|9|26.1|19.4|7.1|11.8|60.4|0.8|1.9|41.2|4.4|6.4|69.0|6.2|1.4|1.2|0.4|1.6
41|Hunter Dickinson|KU|C|10|31.3|19.4|7.9|12.4|63.7|1.1|1.9|57.9|2.5|3.4|73.5|12.6|1.9|1.3|1.3|1.8
42|Basheer Jihad|BALL|F|10|29.2|19.3|6.5|12.4|52.4|1.3|3.8|34.2|5.0|7.1|70.4|7.4|1.4|1.1|1.0|2.6
43|Clarence Daniels|UNH|F|11|30.0|19.2|6.7|14.5|46.5|1.7|4.6|37.3|4.0|5.1|78.6|9.0|0.5|1.5|0.2|2.1
44|Clark Slajchert|PENN|G|12|35.9|19.2|7.3|14.3|50.9|2.8|6.2|45.9|1.8|2.4|75.9|2.8|3.4|1.2|0.2|2.4
45|Marcus Hill|BGSU|G|9|30.7|19.1|6.8|14.1|48.0|0.6|2.2|25.0|5.0|6.3|78.9|3.7|2.4|0.9|0.2|2.4
46|Jordan Sears|UTM|G|11|30.9|19.1|7.0|14.8|47.2|2.4|4.9|48.1|2.7|3.5|76.9|3.9|4.4|1.1|0.1|3.5
47|Kevin McCullar Jr.|KU|G|10|33.9|19.0|6.6|12.9|51.2|1.4|3.7|37.8|4.4|5.4|81.5|7.1|5.0|1.4|0.7|2.8
47|Sam Griffin|WYO|G|9|32.7|19.0|6.1|11.9|51.4|2.7|5.1|52.2|4.1|4.8|86.0|2.8|4.0|1.1|0.0|3.6
47|Dae Dae Grant|DUQ|G|9|33.6|19.0|5.0|13.1|38.1|2.6|8.1|31.5|6.4|6.9|93.5|3.2|1.9|0.6|0.1|0.9
47|Ken Evans Jr.|JKST|G|9|33.3|19.0|6.1|13.0|47.0|2.0|4.4|45.0|4.8|6.1|78.2|4.4|2.6|1.2|0.2|3.0
47|Tucker DeVries|DRKE|G|11|34.4|19.0|6.5|15.0|43.6|2.2|7.0|31.2|3.7|5.0|74.5|6.9|3.3|1.9|0.4|2.0
52|Boo Buie|NU|G|9|35.3|18.9|6.6|14.3|45.7|2.0|5.6|36.0|3.8|4.7|81.0|3.4|5.1|1.4|0.0|2.2
52|Jayden Epps|GTWN|G|9|32.9|18.9|6.2|13.4|46.3|2.8|6.8|41.0|3.7|4.9|75.0|2.2|4.7|0.4|0.6|4.1
54|Kevin Cross|TULN|F|8|34.6|18.9|5.9|9.8|60.3|0.9|1.8|50.0|6.3|8.0|78.1|7.8|4.9|2.0|0.8|3.0
54|Dillon Jones|WEB|F|8|36.6|18.9|6.1|12.6|48.5|1.1|3.4|33.3|5.5|7.0|78.6|10.9|3.5|1.9|0.0|3.3
56|Rashad Williams|UAPB|G|12|30.8|18.8|6.3|15.8|39.5|3.6|8.8|40.6|2.8|3.3|82.5|2.2|4.2|1.4|0.0|3.1
57|Kino Lilly Jr.|BRWN|G|11|38.3|18.8|6.6|16.6|39.9|3.1|9.0|34.3|2.5|3.5|71.1|2.5|2.5|0.7|0.3|2.6
58|Issac McBride|ORU|G|9|37.8|18.8|6.1|14.8|41.4|2.2|6.3|35.1|4.3|4.9|88.6|3.2|3.3|1.2|0.1|1.4
59|Quinten Post|BC|F|11|31.8|18.7|7.2|13.5|53.4|1.5|3.3|47.2|2.8|3.4|83.8|8.7|3.4|0.8|2.2|2.7
60|Drew Pember|UNCA|F|10|24.9|18.6|5.5|11.0|50.0|1.8|4.4|40.9|5.8|7.2|80.6|6.7|3.1|1.0|1.6|2.8
60|Tai'Reon Joseph|SOU|G|10|29.9|18.6|7.4|17.3|42.8|1.7|7.6|22.4|2.1|3.2|65.6|3.2|1.7|2.1|0.1|3.1
60|Sky Wicks|UIW|G|10|30.5|18.6|6.8|15.3|44.4|1.8|5.2|34.6|3.2|4.6|69.6|6.7|2.4|1.1|0.5|3.8
60|Ethan Taylor|AFA|G|10|38.9|18.6|6.2|14.6|42.5|3.7|8.9|41.6|2.5|3.2|78.1|5.2|3.3|1.6|0.8|1.8
60|Dug McDaniel|MICH|G|10|36.2|18.6|6.6|14.3|46.2|2.2|6.0|36.7|3.2|4.2|76.2|3.6|5.1|1.3|0.0|2.2
65|Mervin James|RID|F|9|29.7|18.6|6.9|13.6|50.8|0.6|1.4|38.5|4.2|5.7|74.5|7.1|1.2|0.9|0.9|2.8
66|Noah Reynolds|GB|G|11|35.5|18.5|7.4|15.0|49.1|0.8|3.5|23.7|3.0|4.1|73.3|4.0|4.9|0.8|0.5|3.3
66|Great Osobor|USU|F|11|31.5|18.5|6.9|11.7|58.9|0.1|0.3|33.3|4.6|7.2|64.6|9.2|2.7|1.0|1.9|3.9
68|Shahada Wells|MCN|G|10|30.9|18.5|7.3|13.4|54.5|1.3|3.1|41.9|2.6|4.3|60.5|4.2|3.4|2.5|0.6|1.7
68|DeMarcus Sharp|APSU|G|12|36.8|18.5|7.8|18.3|42.7|0.0|0.8|0.0|2.8|4.2|68.0|7.4|4.8|2.5|1.0|2.9
68|Bruce Thornton|OSU|G|10|31.3|18.5|5.3|11.3|46.9|2.3|5.5|41.8|5.6|6.5|86.2|2.2|4.2|1.6|0.0|0.8
71|Zeke Mayo|SDSU|G|11|34.7|18.5|6.4|13.9|45.8|2.4|7.4|32.1|3.4|4.1|82.2|6.5|3.4|1.4|0.2|4.0
72|Hysier Miller|TEM|G|9|37.2|18.4|6.3|19.0|33.3|2.2|8.3|26.7|3.6|4.7|76.2|4.6|4.3|1.7|0.2|2.6
72|Meechie Johnson|SC|G|9|28.3|18.4|6.1|12.2|50.0|2.4|5.8|42.3|3.8|5.0|75.6|4.3|2.0|1.1|0.1|1.7
74|Ayinde Hikim|UML|G|10|31.9|18.4|7.0|15.0|46.7|1.3|3.3|39.4|3.1|3.8|81.6|3.6|5.1|1.5|0.2|3.9
74|Kyle Filipowski|DUKE|C|10|29.4|18.4|6.7|13.0|51.5|1.1|3.4|32.4|3.9|5.3|73.6|9.2|3.0|1.2|1.9|1.8
76|David Coit|NIU|G|9|34.1|18.3|5.8|13.9|41.6|2.9|8.3|34.7|3.9|4.2|92.1|4.1|4.0|1.0|0.1|2.3
77|Marcus Tsohonis|LBSU|G|10|28.3|18.3|6.7|14.8|45.3|1.5|4.4|34.1|3.4|4.6|73.9|3.6|2.0|1.0|0.0|1.9
77|Baylor Scheierman|CREI|G|10|31.9|18.3|6.1|13.2|46.2|3.2|8.6|37.2|2.9|3.1|93.5|7.3|4.3|0.6|0.2|1.8
77|Darlinstone Dubar|HOF|G|10|32.9|18.3|6.8|12.5|54.4|2.4|6.0|40.0|2.3|3.1|74.2|6.6|1.5|0.8|1.1|1.7
77|Isaiah Stafford|VAL|G|10|31.9|18.3|5.8|15.6|37.2|2.1|6.3|33.3|4.6|6.2|74.2|4.6|2.6|1.9|0.5|1.2
81|Martaz Robinson|DSU|G|13|34.3|18.2|6.5|13.6|47.5|1.2|2.8|44.4|4.1|4.8|85.5|6.2|2.5|2.2|0.2|2.8
81|Wesley Cardet Jr.|CHST|G|13|35.8|18.2|6.5|13.5|48.0|1.5|4.4|33.3|3.8|6.0|64.1|4.9|2.5|0.8|0.4|2.3
83|Dawson Garcia|MINN|F|9|29.6|18.2|6.1|12.4|49.1|0.8|2.8|28.0|5.2|6.1|85.5|7.3|2.1|0.8|1.1|1.4
83|RJ Johnson|CHSO|G|9|32.4|18.2|5.7|11.3|50.0|1.4|3.4|41.9|5.4|6.4|84.5|1.6|2.9|0.6|0.2|3.0
85|Enrique Freeman|AKR|F|9|32.0|18.1|6.7|11.0|60.6|0.4|1.0|44.4|4.3|6.4|67.2|12.2|1.2|1.2|1.6|3.2
85|Landon Glasper|NCAT|G|9|37.1|18.1|5.4|17.2|31.6|2.1|8.2|25.7|5.1|6.1|83.6|3.0|1.6|1.4|0.2|1.7
87|JP Pegues|FUR|G|10|34.8|18.1|5.5|13.3|41.4|2.9|7.8|37.2|4.2|4.9|85.7|4.5|6.2|1.5|0.2|2.5
88|Xaivian Lee|PRIN|G|11|30.3|18.1|6.4|13.1|48.6|2.0|5.0|40.0|3.4|4.0|84.1|5.0|3.3|1.0|0.5|1.5
89|Allen Flanigan|MISS|G|9|32.0|18.0|6.0|13.6|44.3|0.7|1.6|42.9|5.3|6.6|81.4|6.9|2.2|1.8|1.1|2.1
89|Antonio Reeves|UK|G|9|31.1|18.0|6.6|12.8|51.3|2.8|6.4|43.1|2.1|2.7|79.2|4.6|1.6|0.4|0.1|1.1
89|Josh Cohen|MASS|F|7|28.1|18.0|6.6|11.0|59.7|0.6|1.1|50.0|4.3|7.3|58.8|8.0|2.1|1.4|0.6|1.6
89|Jyare Davis|DEL|F|9|33.3|18.0|6.7|14.4|46.2|0.9|3.1|28.6|3.8|4.6|82.9|7.3|2.9|1.0|0.7|1.9
89|Jaxson Robinson|BYU|G|10|23.9|18.0|6.6|13.4|49.3|3.6|8.1|44.4|1.2|1.3|92.3|2.9|1.6|0.9|0.5|1.4
89|Houston Mallette|PEPP|G|12|31.6|18.0|6.4|13.8|46.4|2.3|5.2|43.5|2.9|3.7|79.5|3.8|2.5|1.0|0.3|1.9
89|Dalton Knecht|TENN|G|10|29.8|18.0|6.2|12.9|48.1|1.9|4.9|38.8|3.7|4.6|80.4|4.7|1.7|0.5|0.8|1.8
96|Matt Balanc|QUIN|G|10|31.2|17.9|5.3|11.9|44.5|2.7|6.7|40.3|4.6|5.2|88.5|4.4|0.9|1.0|0.2|1.4
96|Ben Krikke|IOWA|F|10|29.3|17.9|7.0|11.9|58.8|0.1|0.5|20.0|3.8|5.2|73.1|5.0|1.4|1.0|0.3|1.4
98|Cameron Tyson|SEA|G|9|33.4|17.9|6.2|15.0|41.5|3.4|8.7|39.7|2.0|2.3|85.7|4.7|1.3|1.4|0.0|1.7
98|Terrence Edwards|JMU|G|9|31.2|17.9|6.1|13.4|45.5|1.6|3.7|42.4|4.1|5.1|80.4|5.0|3.3|1.0|0.7|2.7
100|LJ Cryer|HOU|G|10|30.6|17.8|6.1|14.1|43.3|3.5|8.8|39.8|2.1|2.2|95.5|2.7|1.9|0.9|0.0|0.5
100|Bryce Pope|UCSD|G|10|34.6|17.8|6.5|16.0|40.6|2.4|7.1|33.8|2.4|2.8|85.7|4.6|1.5|0.7|0.4|1.4
102|Joel Soriano|SJU|C|9|28.2|17.8|6.8|9.9|68.5|0.8|0.9|87.5|3.4|4.7|73.8|10.6|1.3|0.1|1.8|1.2
103|Hunter Sallis|WAKE|G|9|35.8|17.7|6.4|13.7|47.2|2.3|6.0|38.9|2.4|3.1|78.6|2.8|2.2|1.1|0.4|2.2
104|Alston Mason|MOST|G|8|34.3|17.6|6.1|12.5|49.0|2.5|6.3|40.0|2.9|3.5|82.1|4.0|2.9|0.5|0.1|3.6
105|Donovan Dent|UNM|G|10|30.5|17.6|7.0|12.9|54.3|0.5|1.3|38.5|3.1|4.9|63.3|2.8|6.7|1.7|0.7|2.5
106|Max Abmas|TEX|G|9|33.6|17.6|6.7|14.1|47.2|2.9|7.1|40.6|1.3|1.4|92.3|2.8|3.9|1.0|0.0|1.8
106|Dakota Leffew|MSM|G|9|36.9|17.6|6.4|15.9|40.6|2.0|6.7|30.0|2.7|3.9|68.6|3.2|3.9|1.9|0.3|2.9
108|Isaiah Stevens|CSU|G|10|33.6|17.5|6.3|12.2|51.6|1.4|3.5|40.0|3.5|4.3|81.4|2.8|7.5|1.6|0.1|2.7
108|Keenon Cole|LIN|F|10|33.0|17.5|5.8|13.6|42.6|1.2|4.5|26.7|4.7|5.8|81.0|5.7|0.9|0.5|0.5|2.4
110|Robert McCray |VJAX|G|11|28.8|17.5|6.3|12.0|52.3|1.5|4.5|34.0|3.4|4.7|71.2|3.8|3.4|1.6|0.2|2.0
110|Riley Minix|MORE|G|11|30.5|17.5|6.7|13.6|49.3|1.2|4.0|29.5|2.8|3.3|86.1|8.5|2.7|1.5|1.3|2.6
112|Dominique Daniels Jr.|CBU|G|9|32.2|17.4|5.6|14.4|38.5|2.4|6.9|35.5|3.9|4.7|83.3|1.6|2.7|0.8|0.0|1.4
113|Michael Ajayi|PEPP|G|12|34.3|17.4|7.1|14.9|47.5|1.3|2.3|55.6|2.0|2.9|68.6|10.0|2.2|1.3|0.4|2.3
114|Kobe Sanders|CP|G|10|32.2|17.4|5.5|13.3|41.4|1.2|3.6|33.3|5.2|5.8|89.7|3.5|1.9|0.9|0.3|2.2
115|Fardaws Aimaq|CAL|F|9|33.3|17.3|6.7|12.8|52.2|0.7|1.6|42.9|3.3|5.1|65.2|10.7|1.3|0.9|1.1|2.7
116|KyKy Tandy|JVST|G|11|29.5|17.3|6.5|15.2|42.5|2.5|7.7|32.9|1.8|1.9|95.2|2.4|1.5|0.9|0.0|2.0
116|Touko Tainamo|DEN|F|11|29.6|17.3|5.7|11.9|48.1|0.9|2.8|32.3|4.9|6.5|76.1|7.9|0.7|0.5|0.6|1.5
116|Derrin Boyd|LIP|G|11|29.1|17.3|6.0|11.6|51.6|1.5|4.0|38.6|3.7|4.5|83.7|3.8|1.4|1.3|0.1|2.2
119|AJ McKee|QUOC|G|12|30.4|17.3|6.0|14.5|41.4|1.6|5.8|27.1|3.7|5.5|66.7|5.0|2.8|1.8|0.2|1.9
120|Keith Higgins Jr.|LEH|G|9|29.2|17.2|6.8|14.7|46.2|2.4|6.6|37.3|1.2|1.7|73.3|4.2|2.0|1.9|0.4|0.8
121|Quincy Olivari|XAV|G|10|29.0|17.2|5.0|11.1|45.0|3.0|6.5|46.2|4.2|5.4|77.8|4.5|2.1|0.9|0.1|1.2
121|Jahmir Young|MD|G|10|32.8|17.2|5.0|12.8|39.1|1.8|5.9|30.5|5.4|5.9|91.5|3.3|4.2|1.7|0.5|3.3
121|Sean East |IIMIZ|G|10|33.4|17.2|6.3|11.0|57.3|1.5|2.5|60.0|3.1|3.8|81.6|2.7|3.7|1.3|0.0|2.6
124|Javon Small|OKST|G|8|32.3|17.1|5.1|11.5|44.6|2.3|5.4|41.9|4.6|5.3|88.1|5.1|4.8|1.0|0.3|2.6
125|Kaleb Higgins|CSUB|G|9|30.8|17.1|6.4|14.9|43.3|1.3|4.6|29.3|2.9|3.6|81.3|2.2|3.8|1.2|0.0|2.1
125|Cade Tyson|BEL|G|9|30.9|17.1|6.3|12.6|50.4|2.2|5.4|40.8|2.2|2.7|83.3|4.7|1.8|1.0|0.4|1.3
125|Ben Humrichous|EVAN|F|9|31.8|17.1|6.3|11.0|57.6|2.6|5.2|48.9|1.9|2.8|68.0|5.0|2.0|0.7|1.6|1.0
128|Wade Taylor |IVTA&M|G|10|31.3|17.1|5.6|15.0|37.3|1.7|6.7|25.4|4.2|5.3|79.2|3.1|4.9|2.2|0.1|3.5
129|Tristan Enaruna|CLEV|F|11|30.7|17.1|6.2|12.0|51.5|0.8|2.0|40.9|3.9|6.4|61.4|6.4|2.6|1.4|1.2|2.3
130|Jalen Cone|CAL|G|9|38.8|17.0|5.1|14.0|36.5|3.7|10.7|34.4|3.1|3.7|84.8|2.7|2.3|0.8|0.2|1.8
130|Quinn Slazinski|WVU|F|9|33.6|17.0|5.4|12.4|43.8|1.9|5.2|36.2|4.2|5.7|74.5|5.1|2.0|0.2|0.2|2.6
130|Jacob Crews|UTM|G|11|30.7|17.0|6.0|12.0|50.0|2.8|6.5|43.1|2.2|3.1|70.6|8.8|1.3|0.9|0.5|1.1
130|Zion Harmon|BCU|G|9|30.8|17.0|5.9|13.9|42.4|1.7|6.7|25.0|3.6|3.9|91.4|2.2|4.1|2.0|0.0|2.6
130|Branden Carlson|UTAH|C|8|27.9|17.0|5.8|12.3|46.9|1.4|4.0|34.4|4.1|5.3|78.6|6.5|1.8|0.6|1.0|1.4
130|Colby Rogers|WICH|G|10|33.0|17.0|6.2|14.8|41.9|2.9|7.2|40.3|1.7|2.1|81.0|3.9|2.0|0.9|0.3|1.7
130|Tristen Newton|CONN|G|10|31.5|17.0|5.1|10.8|47.2|1.7|4.9|34.7|5.1|6.1|83.6|7.2|6.1|1.5|0.2|2.4
130|Pierre Brooks|BUT|G|10|33.3|17.0|6.3|12.3|51.2|2.6|6.3|41.3|1.8|2.8|64.3|3.7|1.2|0.4|0.2|1.1
130|Isaiah Collier|USC|G|9|30.6|17.0|5.8|11.7|49.5|0.9|2.8|32.0|4.6|6.8|67.2|3.0|4.2|1.6|0.3|4.4
130|Miles Kelly|GT|G|8|31.9|17.0|5.4|15.4|35.0|2.0|7.0|28.6|4.3|6.0|70.8|6.4|1.8|0.8|0.4|1.9
130|Kevin Miller|WAKE|G|9|30.8|17.0|6.1|12.8|47.8|1.1|3.4|32.3|3.7|4.7|78.6|3.2|3.9|1.7|0.1|2.3
141|James Bishop |IVGW|G|11|33.8|16.9|5.5|12.7|42.9|1.5|4.3|36.2|4.5|5.0|89.1|2.9|4.7|0.7|0.3|3.5
142|Cam Carter|KSU|G|10|36.3|16.9|6.4|15.3|41.8|2.2|7.0|31.4|1.9|2.4|79.2|5.6|2.9|2.3|0.5|2.3
142|Jordan Derkack|MRMK|G|10|29.5|16.9|5.6|11.1|50.5|0.4|2.6|15.4|5.3|7.1|74.6|6.7|2.9|2.3|0.2|3.9
144|Chisom Okpara|HARV|F|9|26.6|16.9|5.6|12.0|46.3|1.2|3.0|40.7|4.6|6.9|66.1|5.6|1.7|0.6|1.0|1.8
144|Honor Huff|UTC|G|9|32.7|16.9|5.3|12.7|42.1|3.1|8.6|36.4|3.1|4.2|73.7|3.0|2.8|1.6|0.1|2.0
144|Saint Thomas|UNCO|F|9|34.7|16.9|5.8|12.9|44.8|1.8|6.6|27.1|3.6|4.6|78.0|10.4|3.8|1.9|0.4|3.1
147|Noel Coleman|HAW|G|8|31.1|16.9|5.9|11.1|52.8|2.4|5.4|44.2|2.8|3.8|73.3|2.9|1.6|1.3|0.1|1.4
148|Ansley Almonor|FDU|F|12|29.5|16.8|5.8|13.7|42.1|2.9|7.8|37.2|2.4|3.2|76.3|5.6|1.3|0.4|0.6|1.5
149|Malik Dia|BEL|F|11|21.6|16.8|6.5|12.4|52.9|1.3|3.5|35.9|2.5|4.4|56.3|5.5|1.2|1.0|0.9|2.3
150|Travis Evee|RICE|G|10|31.0|16.8|5.7|13.6|41.9|2.0|6.3|31.7|3.4|4.1|82.9|3.1|2.0|1.6|0.1|1.5
150|Sebastian Thomas|ALB|G|10|32.2|16.8|5.7|13.6|41.9|1.2|4.3|27.9|4.2|5.3|79.2|4.3|4.2|1.3|0.2|2.9
150|Max Jones|CSUF|G|10|28.8|16.8|4.9|12.4|39.5|1.7|5.1|33.3|5.3|6.9|76.8|3.6|2.5|2.1|0.3|3.7
153|Dejour Reaves|UNCO|G|9|34.9|16.8|5.8|13.0|44.4|1.8|5.4|32.7|3.4|4.1|83.8|4.0|1.6|1.3|0.2|2.2
154|Tyler Robertson|PORT|G|11|34.4|16.7|6.1|12.4|49.3|2.0|5.3|37.9|2.5|3.4|75.7|3.6|4.6|0.9|0.0|2.5
155|Erik Reynolds |IIJOES|G|10|33.4|16.7|5.3|12.4|42.7|3.2|8.2|39.0|2.9|3.3|87.9|2.5|3.2|0.6|0.3|1.6
155|Jamal West Jr.|NICH|F|10|33.9|16.7|5.5|10.5|52.4|0.3|0.7|42.9|5.4|7.4|73.0|7.9|3.1|0.8|1.7|3.7
157|Jaylin Hunter|OHIO|G|9|34.0|16.7|5.4|14.0|38.9|1.6|5.8|26.9|4.2|5.4|77.6|4.4|4.6|1.8|0.2|2.2
157|Chaunce Jenkins|ODU|G|9|32.9|16.7|5.9|14.0|42.1|1.8|4.4|40.0|3.1|4.3|71.8|4.0|2.9|0.8|0.9|2.4
157|Kel'el Ware|IU|C|9|30.7|16.7|6.1|10.1|60.4|0.7|1.3|50.0|3.8|5.3|70.8|9.2|1.8|0.8|1.4|1.3
160|Jamir Chaplin|LR|G|11|34.4|16.6|6.1|10.1|60.4|1.3|2.6|48.3|3.2|4.2|76.1|7.5|1.5|1.3|0.8|1.5
160|Marcus Williams|SF|G|11|31.6|16.6|6.7|13.9|48.4|1.9|5.6|33.9|1.3|1.8|70.0|3.3|2.6|1.5|0.3|2.4
160|AJ Smith|CIT|G|11|29.6|16.6|5.8|11.5|50.8|1.3|2.7|46.7|3.7|4.6|80.4|3.9|0.8|0.6|0.0|1.6
160|Ja'Kobi Gillespie|BEL|G|11|29.8|16.6|6.4|11.6|54.7|1.5|4.0|38.6|2.4|2.8|83.9|4.0|3.7|2.4|0.4|3.0
164|Robbie Avila|INST|C|8|27.8|16.6|5.9|10.4|56.6|1.3|3.1|40.0|3.6|4.5|80.6|5.9|3.8|0.6|0.6|2.4
165|Arthur Kaluma|KSU|F|9|34.8|16.6|5.4|11.4|47.6|1.6|4.0|38.9|4.1|5.0|82.2|8.8|2.0|0.4|0.4|3.0
165|T.J. Bickerstaff|JMU|F|9|23.4|16.6|6.9|10.3|66.7|0.0|0.3|0.0|2.8|5.1|54.3|8.7|1.8|0.9|0.3|1.9
165|Cameron Hildreth|WAKE|G|9|35.4|16.6|5.8|11.1|52.0|1.2|3.2|37.9|3.8|4.3|87.2|4.8|3.2|0.8|0.1|2.4
