Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Brandon Hunter|Boston Celtics|Ohio|2003|2|27|56
Xue Yuyang|Dallas Mavericks|Hong Kong Flying Dragons (China)|2003|2|28|57
Andreas Glyniadakis|Detroit Pistons|A.E.K. Athens B.C. (Greece)|2003|2|29|58
Yao Ming|Houston Rockets|Shanghai Sharks (China)|2002|1|1|1
Jay Williams|Chicago Bulls|Duke|2002|1|2|2
Mike Dunleavy|Golden State Warriors|Duke|2002|1|3|3
Drew Gooden|Memphis Grizzlies|Kansas|2002|1|4|4
Nikoloz Tskitishvili|Denver Nuggets|Universo Treviso Basket (Italy)|2002|1|5|5
Dajuan Wagner|Cleveland Cavaliers|Memphis|2002|1|6|6
Nene|New York Knicks|CR Vasco da Gama (Brazil)|2002|1|7|7
Chris Wilcox|Los Angeles Clippers|Maryland|2002|1|8|8
Amar'e Stoudemire|Phoenix Suns|Cypress Creek|2002|1|9|9
Caron Butler|Miami Heat|Connecticut|2002|1|10|10
Jared Jeffries|Washington Wizards|Indiana|2002|1|11|11
Melvin Ely|Los Angeles Clippers|Fresno State|2002|1|12|12
Marcus Haislip|Milwaukee Bucks|Tennessee|2002|1|13|13
Fred Jones|Indiana Pacers|Oregon|2002|1|14|14
Bostjan Nachbar|Houston Rockets|Universo Treviso Basket (Italy)|2002|1|15|15
Jiri Welsch|Philadelphia 76ers|KK Olimpija (Slovenia)|2002|1|16|16
Juan Dixon|Washington Wizards|Maryland|2002|1|17|17
Curtis Borchardt|Orlando Magic|Stanford|2002|1|18|18
Ryan Humphrey|Utah Jazz|Notre Dame|2002|1|19|19
Kareem Rush|Toronto Raptors|Missouri|2002|1|20|20
Qyntel Woods|Portland Trail Blazers|Northeast Mississippi Community College|2002|1|21|21
Casey Jacobsen|Phoenix Suns|Stanford|2002|1|22|22
Tayshaun Prince|Detroit Pistons|Kentucky|2002|1|23|23
Nenad Krstic|New Jersey Nets|KK Partizan (Serbia)|2002|1|24|24
Frank Williams|Denver Nuggets|Illinois|2002|1|25|25
John Salmons|San Antonio Spurs|Miami (FL)|2002|1|26|26
Chris Jefferies|Los Angeles Lakers|Fresno State|2002|1|27|27
Dan Dickau|Sacramento Kings|Gonzaga|2002|1|28|28
Steve Logan|Golden State Warriors|Cincinnati|2002|2|1|29
Roger Mason Jr.|Chicago Bulls|Virginia|2002|2|2|30
Robert Archibald|Memphis Grizzlies|Illinois|2002|2|3|31
Vincent Yarbrough|Denver Nuggets|Tennessee|2002|2|4|32
Dan Gadzuric|Milwaukee Bucks|California-Los Angeles|2002|2|5|33
Carlos Boozer|Cleveland Cavaliers|Duke|2002|2|6|34
Milos Vujanic|New York Knicks|KK Partizan (Serbia)|2002|2|7|35
David Andersen|Atlanta Hawks|Virtus Pallacanestro Bologna (Italy)|2002|2|8|36
Tito Maddox|Houston Rockets|Fresno State|2002|2|9|37
Rod Grizzard|Washington Wizards|Alabama|2002|2|10|38
Juan Carlos Navarro|Washington Wizards|FC Barcelona Basquet (Spain)|2002|2|11|39
Mario Kasun|Los Angeles Clippers|Skyliners Frankfurt (Germany)|2002|2|12|40
Flip Murray|Milwaukee Bucks|Shaw|2002|2|13|41
Jason Jennings|Portland Trail Blazers|Arkansas State|2002|2|14|42
Lonny Baxter|Chicago Bulls|Maryland|2002|2|15|43
Sam Clancy|Philadelphia 76ers|Southern California|2002|2|16|44
Matt Barnes|Memphis Grizzlies|California-Los Angeles|2002|2|17|45
Jamal Sampson|Utah Jazz|California|2002|2|18|46
Chris Owens|Milwaukee Bucks|Texas|2002|2|19|47
