Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Bobby Joe Mason|Cincinnati Royals|Bradley|1960|6|1|41
Bobby Goodall|Los Angeles Lakers|Tulsa|1960|6|2|42
David Denton|New York Knicks|Georgia Tech|1960|6|3|43
Bill Lowry|Detroit Pistons|Christian Brothers|1960|6|4|44
Herschell Turner|Syracuse Nationals|Nebraska|1960|6|5|45
York Larese|St. Louis Hawks|North Carolina|1960|6|6|46
Jim Brangan|Philadelphia Warriors|Princeton|1960|6|7|47
Roger Newman|Boston Celtics|Kentucky|1960|6|8|48
Fred Sobrero|Cincinnati Royals|Santa Clara|1960|7|1|49
Howie Jolliff|Los Angeles Lakers|Ohio|1960|7|2|50
Dick Doughty|New York Knicks|California|1960|7|3|51
Doug Moe|Detroit Pistons|North Carolina|1960|7|4|52
Bernie Kauffman|Syracuse Nationals|Kentucky|1960|7|5|53
Bob Sims|St. Louis Hawks|Pepperdine|1960|7|6|54
Bob Clarke|Philadelphia Warriors|Saint Joseph's|1960|7|7|55
Sam Stith|Cincinnati Royals|St. Bonaventure|1960|8|1|56
John Werhas|Los Angeles Lakers|Southern California|1960|8|2|57
George Price|New York Knicks|Memphis|1960|8|3|58
Mike Yugovich|Detroit Pistons|Youngstown State|1960|8|4|59
Don Lynch|Syracuse Nationals|Le Moyne|1960|8|5|60
Don Curry|St. Louis Hawks|Southern Mississippi|1960|8|6|61
George Raveling|Philadelphia Warriors|Villanova|1960|8|7|62
Al Nealey|Cincinnati Royals|Arizona State|1960|9|1|63
Claude Lefevre|Los Angeles Lakers|Gonzaga|1960|9|2|64
Tony Davis|New York Knicks|Hawaii|1960|9|3|65
Martin Holland|Detroit Pistons|Kentucky Wesleyan|1960|9|4|66
Bernie Findlay|Syracuse Nationals|San Diego State|1960|9|5|67
Bob Castanada|St. Louis Hawks|Rockhurst|1960|9|6|68
Joe Gallo|Philadelphia Warriors|Saint Joseph's|1960|9|7|69
Lon Sizemore|Cincinnati Royals|West Virginia Tech|1960|10|1|70
Dick Harvey|Los Angeles Lakers|Creighton|1960|10|2|71
Walter Mangham|New York Knicks|Marquette|1960|10|3|72
Joe Kennelly|Detroit Pistons|Dayton|1960|10|4|73
Americus John-Lewis|St. Louis Hawks|Iowa|1960|10|5|74
Dennis Moore|Cincinnati Royals|Regis (CO)|1960|11|1|75
Sterling Forbes|Los Angeles Lakers|Pepperdine|1960|11|2|76
Howard Willis|New York Knicks|Grambling|1960|11|3|77
Mel Peterson|Detroit Pistons|Wheaton (IL)|1960|11|4|78
Dick Davies|St. Louis Hawks|Louisiana State|1960|11|5|79
Ron Altenberg|Cincinnati Royals|Cornell College|1960|12|1|80
Will Jones|Los Angeles Lakers|American|1960|12|2|81
Henry Hart|New York Knicks|Auburn|1960|12|3|82
John Dobbert|Detroit Pistons|Wheaton (IL)|1960|12|4|83
Bob Wilkinson|St. Louis Hawks|Indiana|1960|12|5|84
John Milhoan|Cincinnati Royals|Marshall|1960|13|1|85
Dick Furry|New York Knicks|Ohio State|1960|13|2|86
Lee Hopfenspirger|Detroit Pistons|Hamline|1960|13|3|87
Larry Chaney|Cincinnati Royals|Montana State|1960|14|1|88
Jim Hanna|New York Knicks|Southern California|1960|14|2|89
Ducky Potter|Cincinnati Royals|Moravian|1960|15|1|90
