Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
P.J. Tucker|Toronto Raptors|Texas|2006|2|5|35
Craig Smith|Minnesota Timberwolves|Boston College|2006|2|6|36
Bobby Jones|Minnesota Timberwolves|Washington|2006|2|7|37
Kosta Perovic|Golden State Warriors|KK Partizan (Serbia)|2006|2|8|38
David Noel|Milwaukee Bucks|North Carolina|2006|2|9|39
Denham Brown|Seattle SuperSonics|Connecticut|2006|2|10|40
James Augustine|Orlando Magic|Illinois|2006|2|11|41
Daniel Gibson|Cleveland Cavaliers|Texas|2006|2|12|42
Marcus Vinicius|New Orleans/Oklahoma City Hornets|Objetivo Sao Carlos (Brazil)|2006|2|13|43
Lior Eliyahu|Orlando Magic|Hapoel Galil Elyon (Israel)|2006|2|14|44
Alexander Johnson|Indiana Pacers|Florida State|2006|2|15|45
Dee Brown|Utah Jazz|Illinois|2006|2|16|46
Paul Millsap|Utah Jazz|Louisiana Tech|2006|2|17|47
Vladimir Veremeenko|Washington Wizards|CB Cornella (Spain)|2006|2|18|48
Leon Powe|Denver Nuggets|California|2006|2|19|49
Ryan Hollins|Charlotte Bobcats|California-Los Angeles|2006|2|20|50
Cheikh Samb|Los Angeles Lakers|CB Cornella (Spain)|2006|2|21|51
Guillermo Diaz|Los Angeles Clippers|Miami (FL)|2006|2|22|52
Yotam Halperin|Seattle SuperSonics|KK Olimpija (Slovenia)|2006|2|23|53
Hassan Adams|New Jersey Nets|Arizona|2006|2|24|54
Ejike Ugboaja|Cleveland Cavaliers|Union Bank Lagos B.C. (Nigeria)|2006|2|25|55
Edin Bavcic|Toronto Raptors|KK Bosna Royal (Bosnia and Herzegovina)|2006|2|26|56
Loukas Mavrokefalidis|Minnesota Timberwolves|P.A.O.K. B.C. (Greece)|2006|2|27|57
JR Pinnock|Dallas Mavericks|George Washington|2006|2|28|58
Damir Markota|San Antonio Spurs|KK Cibona (Croatia)|2006|2|29|59
Will Blalock|Detroit Pistons|Iowa State|2006|2|30|60
Andrew Bogut|Milwaukee Bucks|Utah|2005|1|1|1
Marvin Williams|Atlanta Hawks|North Carolina|2005|1|2|2
Deron Williams|Utah Jazz|Illinois|2005|1|3|3
Chris Paul|New Orleans/Oklahoma City Hornets|Wake Forest|2005|1|4|4
Raymond Felton|Charlotte Bobcats|North Carolina|2005|1|5|5
Martell Webster|Portland Trail Blazers|Seattle Preparatory School|2005|1|6|6
Charlie Villanueva|Toronto Raptors|Connecticut|2005|1|7|7
Channing Frye|New York Knicks|Arizona|2005|1|8|8
Ike Diogu|Golden State Warriors|Arizona State|2005|1|9|9
Andrew Bynum|Los Angeles Lakers|Saint Joseph|2005|1|10|10
Fran Vazquez|Orlando Magic|Baloncesto Malaga (Spain)|2005|1|11|11
Yaroslav Korolev|Los Angeles Clippers|PBC CSKA Moscow (Russia)|2005|1|12|12
Sean May|Charlotte Bobcats|North Carolina|2005|1|13|13
Rashad McCants|Minnesota Timberwolves|North Carolina|2005|1|14|14
Antoine Wright|New Jersey Nets|Texas A&M|2005|1|15|15
Joey Graham|Toronto Raptors|Oklahoma State|2005|1|16|16
Danny Granger|Indiana Pacers|New Mexico|2005|1|17|17
Gerald Green|Boston Celtics|Gulf Shores Academy|2005|1|18|18
Hakim Warrick|Memphis Grizzlies|Syracuse|2005|1|19|19
Julius Hodge|Denver Nuggets|North Carolina State|2005|1|20|20
Nate Robinson|Phoenix Suns|Washington|2005|1|21|21
Jarrett Jack|Denver Nuggets|Georgia Tech|2005|1|22|22
Francisco Garcia|Sacramento Kings|Louisville|2005|1|23|23
Luther Head|Houston Rockets|Illinois|2005|1|24|24
