Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Sekou Doumbouya|Detroit Pistons|Limoges CSP (France)|2019|1|15|15
Chuma Okeke|Orlando Magic|Auburn|2019|1|16|16
Nickeil Alexander-Walker|Brooklyn Nets|Virginia Tech|2019|1|17|17
Goga Bitadze|Indiana Pacers|KK Mega Leks (Serbia)|2019|1|18|18
Luka Samanic|San Antonio Spurs|KK Olimpija (Slovenia)|2019|1|19|19
Matisse Thybulle|Boston Celtics|Washington|2019|1|20|20
Brandon Clarke|Oklahoma City Thunder|Gonzaga|2019|1|21|21
Grant Williams|Boston Celtics|Tennessee|2019|1|22|22
Darius Bazley|Utah Jazz|Princeton|2019|1|23|23
Ty Jerome|Philadelphia 76ers|Virginia|2019|1|24|24
Nassir Little|Portland Trail Blazers|North Carolina|2019|1|25|25
Dylan Windler|Cleveland Cavaliers|Belmont|2019|1|26|26
Mfiondu Kabengele|Brooklyn Nets|Florida State|2019|1|27|27
Jordan Poole|Golden State Warriors|Michigan|2019|1|28|28
Keldon Johnson|San Antonio Spurs|Kentucky|2019|1|29|29
Kevin Porter Jr.|Milwaukee Bucks|Southern California|2019|1|30|30
Nic Claxton|Brooklyn Nets|Georgia|2019|2|1|31
KZ Okpala|Phoenix Suns|Stanford|2019|2|2|32
Carsen Edwards|Philadelphia 76ers|Purdue|2019|2|3|33
Bruno Fernando|Philadelphia 76ers|Maryland|2019|2|4|34
Didi Louzada|Atlanta Hawks|Sesi Franca (Brazil)|2019|2|5|35
Cody Martin|Charlotte Hornets|North Carolina State|2019|2|6|36
Deividas Sirvydis|Dallas Mavericks|BC Lietuvos rytas (Lithuania)|2019|2|7|37
Daniel Gafford|Chicago Bulls|Arkansas|2019|2|8|38
Alen Smailagic|New Orleans Pelicans|Santa Cruz (G League)|2019|2|9|39
Justin James|Sacramento Kings|Wyoming|2019|2|10|40
Eric Paschall|Golden State Warriors|Villanova|2019|2|11|41
Admiral Schofield|Philadelphia 76ers|Tennessee|2019|2|12|42
Jaylen Nowell|Minnesota Timberwolves|Washington|2019|2|13|43
Bol Bol|Miami Heat|Oregon|2019|2|14|44
Isaiah Roby|Detroit Pistons|Nebraska|2019|2|15|45
Talen Horton-Tucker|Orlando Magic|Iowa State|2019|2|16|46
Ignas Brazdeikis|Sacramento Kings|Michigan|2019|2|17|47
Terance Mann|LA Clippers|Florida State|2019|2|18|48
Quinndary Weatherspoon|San Antonio Spurs|Mississippi State|2019|2|19|49
Jarrell Brantley|Indiana Pacers|College of Charleston|2019|2|20|50
Tremont Waters|Boston Celtics|Louisiana State|2019|2|21|51
Jalen McDaniels|Charlotte Hornets|San Diego|2019|2|22|52
Justin Wright-Foreman|Utah Jazz|Hofstra|2019|2|23|53
Marial Shayok|Philadelphia 76ers|Virginia|2019|2|24|54
Kyle Guy|New York Knicks|Virginia|2019|2|25|55
Jaylen Hands|LA Clippers|California-Los Angeles|2019|2|26|56
Jordan Bone|New Orleans Pelicans|Tennessee|2019|2|27|57
Miye Oni|Golden State Warriors|Yale|2019|2|28|58
Dewan Hernandez|Toronto Raptors|Miami (FL)|2019|2|29|59
Vanja Marinkovic|Sacramento Kings|KK Partizan (Serbia)|2019|2|30|60
Deandre Ayton|Phoenix Suns|Arizona|2018|1|1|1
Marvin Bagley III|Sacramento Kings|Duke|2018|1|2|2
Luka Doncic|Atlanta Hawks|Real Madrid Baloncesto (Spain)|2018|1|3|3
Jaren Jackson Jr.|Memphis Grizzlies|Michigan State|2018|1|4|4
