Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Rade Zagorac|Boston Celtics|KK Mega Vizura|2016|2|5|35
Malcolm Brogdon|Milwaukee Bucks|Virginia|2016|2|6|36
Chinanu Onuaku|Houston Rockets|Louisville|2016|2|7|37
Patrick McCaw|Golden State Warriors|Nevada-Las Vegas|2016|2|8|38
David Michineau|New Orleans Pelicans|Elan Chalon (France)|2016|2|9|39
Diamond Stone|New Orleans Pelicans|Maryland|2016|2|10|40
Stephen Zimmerman|Orlando Magic|Nevada-Las Vegas|2016|2|11|41
Isaiah Whitehead|Brooklyn Nets|Seton Hall|2016|2|12|42
Zhou Qi|Houston Rockets|Xinjiang Guanghui|2016|2|13|43
Isaia Cordinier|Atlanta Hawks|Denain ASC Voltaire|2016|2|14|44
Demetrius Jackson|Boston Celtics|Notre Dame|2016|2|15|45
AJ Hammons|Dallas Mavericks|Purdue|2016|2|16|46
Jake Layman|Orlando Magic|Maryland|2016|2|17|47
Paul Zipser|Chicago Bulls|FC Bayern Muenchen|2016|2|18|48
Michael Gbinije|Detroit Pistons|Syracuse|2016|2|19|49
Georges Niang|Indiana Pacers|Iowa State|2016|2|20|50
Ben Bentil|Boston Celtics|Providence|2016|2|21|51
Joel Bolomboy|Utah Jazz|Weber State|2016|2|22|52
Petr Cornelie|Denver Nuggets|Le Mans Sarthe Basket (France)|2016|2|23|53
Kay Felder|Atlanta Hawks|Oakland|2016|2|24|54
Marcus Paige|Utah Jazz|North Carolina|2016|2|25|55
Daniel Hamilton|Denver Nuggets|Connecticut|2016|2|26|56
Wang Zhelin|Memphis Grizzlies|Fujian|2016|2|27|57
Abdel Nader|Boston Celtics|Iowa State|2016|2|28|58
Isaiah Cousins|Sacramento Kings|Oklahoma|2016|2|29|59
Tyrone Wallace|Utah Jazz|California|2016|2|30|60
Karl-Anthony Towns|Minnesota Timberwolves|Kentucky|2015|1|1|1
D'Angelo Russell|Los Angeles Lakers|Ohio State|2015|1|2|2
Jahlil Okafor|Philadelphia 76ers|Duke|2015|1|3|3
Kristaps Porzingis|New York Knicks|CB Sevilla (Spain)|2015|1|4|4
Mario Hezonja|Orlando Magic|FC Barcelona Basquet (Spain)|2015|1|5|5
Willie Cauley-Stein|Sacramento Kings|Kentucky|2015|1|6|6
Emmanuel Mudiay|Denver Nuggets|Guangdong Southern Tigers (China)|2015|1|7|7
Stanley Johnson|Detroit Pistons|Arizona|2015|1|8|8
Frank Kaminsky|Charlotte Hornets|Wisconsin|2015|1|9|9
Justise Winslow|Miami Heat|Duke|2015|1|10|10
Myles Turner|Indiana Pacers|Texas|2015|1|11|11
Trey Lyles|Utah Jazz|Kentucky|2015|1|12|12
Devin Booker|Phoenix Suns|Kentucky|2015|1|13|13
Cameron Payne|Oklahoma City Thunder|Murray State|2015|1|14|14
Kelly Oubre Jr.|Atlanta Hawks|Kansas|2015|1|15|15
Terry Rozier|Boston Celtics|Louisville|2015|1|16|16
Rashad Vaughn|Milwaukee Bucks|Nevada-Las Vegas|2015|1|17|17
Sam Dekker|Houston Rockets|Wisconsin|2015|1|18|18
Jerian Grant|Washington Wizards|Notre Dame|2015|1|19|19
Delon Wright|Toronto Raptors|Utah|2015|1|20|20
Justin Anderson|Dallas Mavericks|Virginia|2015|1|21|21
Bobby Portis|Chicago Bulls|Arkansas|2015|1|22|22
Rondae Hollis-Jefferson|Portland Trail Blazers|Arizona|2015|1|23|23
Tyus Jones|Cleveland Cavaliers|Duke|2015|1|24|24
