Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Peter Fehse|Seattle SuperSonics|SV Halle (Germany)|2002|2|20|48
Darius Songaila|Boston Celtics|Wake Forest|2002|2|21|49
Federico Kammerichs|Portland Trail Blazers|Club Ourense Baloncesto (Spain)|2002|2|22|50
Marcus Taylor|Minnesota Timberwolves|Michigan State|2002|2|23|51
Rasual Butler|Miami Heat|La Salle|2002|2|24|52
Tamar Slay|New Jersey Nets|Marshall|2002|2|25|53
Mladen Sekularac|Dallas Mavericks|KK FMP (Serbia)|2002|2|26|54
Luis Scola|San Antonio Spurs|Saski Baskonia (Spain)|2002|2|27|55
Randy Holcomb|San Antonio Spurs|San Diego State|2002|2|28|56
Corsley Edwards|Sacramento Kings|Central Connecticut State|2002|2|29|57
Kwame Brown|Washington Wizards|Glynn Academy|2001|1|1|1
Tyson Chandler|Los Angeles Clippers|Dominguez|2001|1|2|2
Pau Gasol|Atlanta Hawks|FC Barcelona Basquet (Spain)|2001|1|3|3
Eddy Curry|Chicago Bulls|Thornwood|2001|1|4|4
Jason Richardson|Golden State Warriors|Michigan State|2001|1|5|5
Shane Battier|Memphis Grizzlies|Duke|2001|1|6|6
Eddie Griffin|New Jersey Nets|Seton Hall|2001|1|7|7
DeSagana Diop|Cleveland Cavaliers|Oak Hill Academy|2001|1|8|8
Rodney White|Detroit Pistons|North Carolina-Charlotte|2001|1|9|9
Joe Johnson|Boston Celtics|Arkansas|2001|1|10|10
Kedrick Brown|Boston Celtics|Northwest Florida State|2001|1|11|11
Vladimir Radmanovic|Seattle SuperSonics|KK FMP (Serbia)|2001|1|12|12
Richard Jefferson|Houston Rockets|Arizona|2001|1|13|13
Troy Murphy|Golden State Warriors|Notre Dame|2001|1|14|14
Steven Hunter|Orlando Magic|DePaul|2001|1|15|15
Kirk Haston|Charlotte Hornets|Indiana|2001|1|16|16
Michael Bradley|Toronto Raptors|Villanova|2001|1|17|17
Jason Collins|Houston Rockets|Stanford|2001|1|18|18
Zach Randolph|Portland Trail Blazers|Michigan State|2001|1|19|19
Brendan Haywood|Cleveland Cavaliers|North Carolina|2001|1|20|20
Joseph Forte|Boston Celtics|North Carolina|2001|1|21|21
Jeryl Sasser|Orlando Magic|Southern Methodist|2001|1|22|22
Brandon Armstrong|Houston Rockets|Pepperdine|2001|1|23|23
Raul Lopez|Utah Jazz|Real Madrid Baloncesto (Spain)|2001|1|24|24
Gerald Wallace|Sacramento Kings|Alabama|2001|1|25|25
Samuel Dalembert|Philadelphia 76ers|Seton Hall|2001|1|26|26
Jamaal Tinsley|Memphis Grizzlies|Iowa State|2001|1|27|27
Tony Parker|San Antonio Spurs|Paris Basket Racing (France)|2001|1|28|28
Trenton Hassell|Chicago Bulls|Austin Peay|2001|2|1|29
Gilbert Arenas|Golden State Warriors|Arizona|2001|2|2|30
Omar Cook|Orlando Magic|St. John's (NY)|2001|2|3|31
Will Solomon|Memphis Grizzlies|Clemson|2001|2|4|32
Terence Morris|Atlanta Hawks|Maryland|2001|2|5|33
Brian Scalabrine|New Jersey Nets|Southern California|2001|2|6|34
Jeff Trepagnier|Cleveland Cavaliers|Southern California|2001|2|7|35
Damone Brown|Philadelphia 76ers|Syracuse|2001|2|8|36
Mehmet Okur|Detroit Pistons|Anadolu Efes S.K. (Turkey)|2001|2|9|37
Michael Wright|New York Knicks|Arizona|2001|2|10|38
Earl Watson|Seattle SuperSonics|California-Los Angeles|2001|2|11|39
Jamison Brewer|Indiana Pacers|Auburn|2001|2|12|40
