Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Immanuel Quickley|Oklahoma City Thunder|Kentucky|2020|1|25|25
Payton Pritchard|Boston Celtics|Oregon|2020|1|26|26
Udoka Azubuike|Utah Jazz|Kansas|2020|1|27|27
Jaden McDaniels|Los Angeles Lakers|Washington|2020|1|28|28
Malachi Flynn|Toronto Raptors|San Diego State|2020|1|29|29
Desmond Bane|Boston Celtics|Texas Christian|2020|1|30|30
Tyrell Terry|Dallas Mavericks|Stanford|2020|2|1|31
Vernon Carey Jr.|Charlotte Hornets|Duke|2020|2|2|32
Daniel Oturu|Minnesota Timberwolves|Minnesota|2020|2|3|33
Theo Maledon|Philadelphia 76ers|ASVEL Basket (France)|2020|2|4|34
Xavier Tillman|Sacramento Kings|Michigan State|2020|2|5|35
Tyler Bey|Philadelphia 76ers|Colorado|2020|2|6|36
Vit Krejci|Washington Wizards|Basket Zaragoza 2002 (Spain)|2020|2|7|37
Saben Lee|Utah Jazz|Vanderbilt|2020|2|8|38
Elijah Hughes|New Orleans Pelicans|Syracuse|2020|2|9|39
Robert Woodard II|Memphis Grizzlies|Mississippi State|2020|2|10|40
Tre Jones|San Antonio Spurs|Duke|2020|2|11|41
Nick Richards|New Orleans Pelicans|Kentucky|2020|2|12|42
Jahmi'us Ramsey|Sacramento Kings|Texas Tech|2020|2|13|43
Marko Simonovic|Chicago Bulls|KK Mega Leks (Serbia)|2020|2|14|44
Jordan Nwora|Milwaukee Bucks|Louisville|2020|2|15|45
CJ Elleby|Portland Trail Blazers|Washington State|2020|2|16|46
Yam Madar|Boston Celtics|Hapoel Galil Elyon (Israel)|2020|2|17|47
Nico Mannion|Golden State Warriors|Arizona|2020|2|18|48
Isaiah Joe|Philadelphia 76ers|Arkansas|2020|2|19|49
Skylar Mays|Atlanta Hawks|Louisiana State|2020|2|20|50
Justinian Jessup|Golden State Warriors|Boise State|2020|2|21|51
KJ Martin|Sacramento Kings|IMG Academy|2020|2|22|52
Cassius Winston|Oklahoma City Thunder|Michigan State|2020|2|23|53
Cassius Stanley|Indiana Pacers|Duke|2020|2|24|54
Jay Scrubb|Brooklyn Nets|John A. Logan|2020|2|25|55
Grant Riller|Charlotte Hornets|College of Charleston|2020|2|26|56
Reggie Perry|LA Clippers|Mississippi State|2020|2|27|57
Paul Reed|Philadelphia 76ers|DePaul|2020|2|28|58
Jalen Harris|Toronto Raptors|Nevada-Reno|2020|2|29|59
Sam Merrill|New Orleans Pelicans|Utah State|2020|2|30|60
Zion Williamson|New Orleans Pelicans|Duke|2019|1|1|1
Ja Morant|Memphis Grizzlies|Murray State|2019|1|2|2
RJ Barrett|New York Knicks|Duke|2019|1|3|3
De'Andre Hunter|Los Angeles Lakers|Virginia|2019|1|4|4
Darius Garland|Cleveland Cavaliers|Vanderbilt|2019|1|5|5
Jarrett Culver|Phoenix Suns|Texas Tech|2019|1|6|6
Coby White|Chicago Bulls|North Carolina|2019|1|7|7
Jaxson Hayes|Atlanta Hawks|Texas|2019|1|8|8
Rui Hachimura|Washington Wizards|Gonzaga|2019|1|9|9
Cam Reddish|Atlanta Hawks|Duke|2019|1|10|10
Cameron Johnson|Minnesota Timberwolves|North Carolina|2019|1|11|11
P.J. Washington|Charlotte Hornets|Kentucky|2019|1|12|12
Tyler Herro|Miami Heat|Kentucky|2019|1|13|13
Romeo Langford|Boston Celtics|Indiana|2019|1|14|14
