Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Herbert Jones|New Orleans Pelicans|Alabama|2021|2|5|35
Miles McBride|Oklahoma City Thunder|West Virginia|2021|2|6|36
JT Thor|Detroit Pistons|Auburn|2021|2|7|37
Ayo Dosunmu|Chicago Bulls|Illinois|2021|2|8|38
Neemias Queta|Sacramento Kings|Utah State|2021|2|9|39
Jared Butler|Sacramento Kings|Baylor|2021|2|10|40
Joe Wieskamp|San Antonio Spurs|Iowa|2021|2|11|41
Isaiah Livers|Detroit Pistons|Michigan|2021|2|12|42
Greg Brown III|New Orleans Pelicans|Texas|2021|2|13|43
Kessler Edwards|Brooklyn Nets|Pepperdine|2021|2|14|44
Juhann Begarin|Boston Celtics|Paris (France)|2021|2|15|45
Dalano Banton|Toronto Raptors|Nebraska|2021|2|16|46
David Johnson|Toronto Raptors|Louisville|2021|2|17|47
Sharife Cooper|Atlanta Hawks|Auburn|2021|2|18|48
Marcus Zegarowski|Brooklyn Nets|Creighton|2021|2|19|49
Filip Petrusev|Philadelphia 76ers|KK Mega Leks (Serbia)|2021|2|20|50
Brandon Boston Jr.|Memphis Grizzlies|Kentucky|2021|2|21|51
Luka Garza|Detroit Pistons|Iowa|2021|2|22|52
Charles Bassey|Philadelphia 76ers|Western Kentucky|2021|2|23|53
Sandro Mamukelashvili|Indiana Pacers|Seton Hall|2021|2|24|54
Aaron Wiggins|Oklahoma City Thunder|Maryland|2021|2|25|55
Scottie Lewis|Charlotte Hornets|Florida|2021|2|26|56
Balsa Koprivica|Charlotte Hornets|Florida State|2021|2|27|57
Jericho Sims|New York Knicks|Texas|2021|2|28|58
RaiQuan Gray|Brooklyn Nets|Florida State|2021|2|29|59
Georgios Kalaitzakis|Indiana Pacers|BC Nevezis (Greece)|2021|2|30|60
Anthony Edwards|Minnesota Timberwolves|Georgia|2020|1|1|1
James Wiseman|Golden State Warriors|Memphis|2020|1|2|2
LaMelo Ball|Charlotte Hornets|Illawarra (Australia)|2020|1|3|3
Patrick Williams|Chicago Bulls|Florida State|2020|1|4|4
Isaac Okoro|Cleveland Cavaliers|Auburn|2020|1|5|5
Onyeka Okongwu|Atlanta Hawks|Southern California|2020|1|6|6
Killian Hayes|Detroit Pistons|Ratiopharm Ulm (Germany)|2020|1|7|7
Obi Toppin|New York Knicks|Dayton|2020|1|8|8
Deni Avdija|Washington Wizards|Maccabi Tel Aviv B.C. (Israel)|2020|1|9|9
Jalen Smith|Phoenix Suns|Maryland|2020|1|10|10
Devin Vassell|San Antonio Spurs|Florida State|2020|1|11|11
Tyrese Haliburton|Sacramento Kings|Iowa State|2020|1|12|12
Kira Lewis Jr.|New Orleans Pelicans|Alabama|2020|1|13|13
Aaron Nesmith|Boston Celtics|Vanderbilt|2020|1|14|14
Cole Anthony|Orlando Magic|North Carolina|2020|1|15|15
Isaiah Stewart|Portland Trail Blazers|Washington|2020|1|16|16
Aleksej Pokusevski|Minnesota Timberwolves|Olympiacos B.C. (Greece)|2020|1|17|17
Josh Green|Dallas Mavericks|Arizona|2020|1|18|18
Saddiq Bey|Brooklyn Nets|Villanova|2020|1|19|19
Precious Achiuwa|Miami Heat|Memphis|2020|1|20|20
Tyrese Maxey|Philadelphia 76ers|Kentucky|2020|1|21|21
Zeke Nnaji|Denver Nuggets|Arizona|2020|1|22|22
Leandro Bolmaro|New York Knicks|FC Barcelona Basquet (Spain)|2020|1|23|23
R.J. Hampton|Milwaukee Bucks|Breakers (New Zealand)|2020|1|24|24
