Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Dillon Brooks|Houston Rockets|Oregon|2017|2|15|45
Sterling Brown|Philadelphia 76ers|Southern Methodist|2017|2|16|46
Ike Anigbogu|Indiana Pacers|California-Los Angeles|2017|2|17|47
Sindarius Thornwell|Milwaukee Bucks|South Carolina|2017|2|18|48
Vlatko Cancar|Denver Nuggets|KK Mega Leks (Serbia)|2017|2|19|49
Mathias Lessort|Philadelphia 76ers|Nanterre 92 (France)|2017|2|20|50
Monte Morris|Denver Nuggets|Iowa State|2017|2|21|51
Edmond Sumner|New Orleans Pelicans|Xavier|2017|2|22|52
Kadeem Allen|Boston Celtics|Arizona|2017|2|23|53
Alec Peters|Phoenix Suns|Valparaiso|2017|2|24|54
Nigel Williams-Goss|Utah Jazz|Gonzaga|2017|2|25|55
Jabari Bird|Boston Celtics|California|2017|2|26|56
Sasha Vezenkov|Brooklyn Nets|FC Barcelona Basquet (Spain)|2017|2|27|57
Ognjen Jaramaz|New York Knicks|KK Mega Leks (Serbia)|2017|2|28|58
Jaron Blossomgame|San Antonio Spurs|Clemson|2017|2|29|59
Alpha Kaba|Atlanta Hawks|KK Mega Leks (Serbia)|2017|2|30|60
Ben Simmons|Philadelphia 76ers|Louisiana State|2016|1|1|1
Brandon Ingram|Los Angeles Lakers|Duke|2016|1|2|2
Jaylen Brown|Boston Celtics|California|2016|1|3|3
Dragan Bender|Phoenix Suns|Maccabi Tel Aviv B.C. (Israel)|2016|1|4|4
Kris Dunn|Minnesota Timberwolves|Providence|2016|1|5|5
Buddy Hield|New Orleans Pelicans|Oklahoma|2016|1|6|6
Jamal Murray|Denver Nuggets|Kentucky|2016|1|7|7
Marquese Chriss|Phoenix Suns|Washington|2016|1|8|8
Jakob Poeltl|Toronto Raptors|Utah|2016|1|9|9
Thon Maker|Milwaukee Bucks||2016|1|10|10
Domantas Sabonis|Oklahoma City Thunder|Gonzaga|2016|1|11|11
Taurean Prince|Utah Jazz|Baylor|2016|1|12|12
Georgios Papagiannis|Sacramento Kings|Panathinaikos B.C. (Greece)|2016|1|13|13
Denzel Valentine|Chicago Bulls|Michigan State|2016|1|14|14
Juancho Hernangomez|Denver Nuggets|Movistar Estudiantes|2016|1|15|15
Guerschon Yabusele|Boston Celtics|SPO Rouen Basket|2016|1|16|16
Wade Baldwin IV|Memphis Grizzlies|Vanderbilt|2016|1|17|17
Henry Ellenson|Detroit Pistons|Marquette|2016|1|18|18
Malik Beasley|Denver Nuggets|Florida State|2016|1|19|19
Caris LeVert|Indiana Pacers|Michigan|2016|1|20|20
DeAndre' Bembry|Atlanta Hawks|Saint Joseph's|2016|1|21|21
Malachi Richardson|Charlotte Hornets|Syracuse|2016|1|22|22
Ante Zizic|Boston Celtics|KK Cibona (Croatia)|2016|1|23|23
Timothe Luwawu-Cabarrot|Philadelphia 76ers|KK Mega Vizura|2016|1|24|24
Brice Johnson|LA Clippers|North Carolina|2016|1|25|25
Furkan Korkmaz|Philadelphia 76ers|Anadolu Efes S.K. (Turkey)|2016|1|26|26
Pascal Siakam|Toronto Raptors|New Mexico State|2016|1|27|27
Skal Labissiere|Sacramento Kings|Kentucky|2016|1|28|28
Dejounte Murray|San Antonio Spurs|Washington|2016|1|29|29
Damian Jones|Golden State Warriors|Vanderbilt|2016|1|30|30
Deyonta Davis|Boston Celtics|Michigan State|2016|2|1|31
Ivica Zubac|Los Angeles Lakers|KK Mega Vizura|2016|2|2|32
Cheick Diallo|LA Clippers|Kansas|2016|2|3|33
Tyler Ulis|Phoenix Suns|Kentucky|2016|2|4|34
