Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Al Jefferson|Boston Celtics|Prentiss|2004|1|15|15
Kirk Snyder|Utah Jazz|Nevada-Reno|2004|1|16|16
Josh Smith|Atlanta Hawks|Oak Hill Academy|2004|1|17|17
JR Smith|New Orleans Hornets|Saint Benedict's Preparatory School|2004|1|18|18
Dorell Wright|Miami Heat|South Kent School|2004|1|19|19
Jameer Nelson|Denver Nuggets|Saint Joseph's|2004|1|20|20
Pavel Podkolzin|Utah Jazz|Pallacanestro Varese (Italy)|2004|1|21|21
Viktor Khryapa|New Jersey Nets|PBC CSKA Moscow (Russia)|2004|1|22|22
Sergei Monia|Portland Trail Blazers|PBC CSKA Moscow (Russia)|2004|1|23|23
Delonte West|Boston Celtics|Saint Joseph's|2004|1|24|24
Tony Allen|Boston Celtics|Oklahoma State|2004|1|25|25
Kevin Martin|Sacramento Kings|Western Carolina|2004|1|26|26
Sasha Vujacic|Los Angeles Lakers|Pallalcesto Amatori Udine (Italy)|2004|1|27|27
Beno Udrih|San Antonio Spurs|Olimpia Milano (Italy)|2004|1|28|28
David Harrison|Indiana Pacers|Colorado|2004|1|29|29
Anderson Varejao|Orlando Magic|FC Barcelona Basquet (Spain)|2004|2|1|30
Jackson Vroman|Chicago Bulls|Iowa State|2004|2|2|31
Peter John Ramos|Washington Wizards|Criollos de Caguas (Puerto Rico)|2004|2|3|32
Lionel Chalmers|Los Angeles Clippers|Xavier|2004|2|4|33
Donta Smith|Atlanta Hawks|Southeastern Illinois|2004|2|5|34
Andre Emmett|Seattle SuperSonics|Texas Tech|2004|2|6|35
Antonio Burks|Orlando Magic|Memphis|2004|2|7|36
Royal Ivey|Atlanta Hawks|Brigham Young|2004|2|8|37
Chris Duhon|Chicago Bulls|Duke|2004|2|9|38
Albert Miralles|Toronto Raptors|Roseto Sharks (Italy)|2004|2|10|39
Justin Reed|Boston Celtics|Mississippi|2004|2|11|40
David Young|Seattle SuperSonics|North Carolina Central|2004|2|12|41
Viktor Sanikidze|Atlanta Hawks|JDA Dijon Basket (France)|2004|2|13|42
Trevor Ariza|New York Knicks|California-Los Angeles|2004|2|14|43
Tim Pickett|New Orleans Hornets|Florida State|2004|2|15|44
Bernard Robinson|Charlotte Bobcats|Michigan|2004|2|16|45
Ha Ha|Portland Trail Blazers|Yonsei (KOR)|2004|2|17|46
Pape Sow|Miami Heat|Cal State-Fullerton|2004|2|18|47
Ricky Minard|Sacramento Kings|Morehead State|2004|2|19|48
Sergei Lishouk|Memphis Grizzlies|Miami (FL)|2004|2|20|49
Vassilis Spanoulis|Dallas Mavericks|Maroussi B.C. (Greece)|2004|2|21|50
Christian Drejer|New Jersey Nets|FC Barcelona Basquet (Spain)|2004|2|22|51
Romain Sato|San Antonio Spurs|Xavier|2004|2|23|52
Matt Freije|Miami Heat|Vanderbilt|2004|2|24|53
Rickey Paulding|Detroit Pistons|Missouri|2004|2|25|54
Luis Flores|Houston Rockets|Manhattan|2004|2|26|55
Marcus Douthit|Los Angeles Lakers|Providence|2004|2|27|56
Sergei Karaulov|San Antonio Spurs|Sakha-Yakutia Yakutsk (Russia)|2004|2|28|57
Blake Stepp|Minnesota Timberwolves|Gonzaga|2004|2|29|58
Rashad Wright|Indiana Pacers|Georgia|2004|2|30|59
LeBron James|Cleveland Cavaliers|Saint Vincent-Saint Mary|2003|1|1|1
Darko Milicic|Detroit Pistons|KK Vrsac (Serbia)|2003|1|2|2
Carmelo Anthony|Denver Nuggets|Syracuse|2003|1|3|3
Chris Bosh|Toronto Raptors|Georgia Tech|2003|1|4|4
Dwyane Wade|Miami Heat|Marquette|2003|1|5|5
